message_id,token,label
4,Kitchen,o
4,Food,o
4,",",o
4,Sealing,o
4,Bag,o
4,",",o
4,Kitchen,o
4,Utensils,o
4,ዋጋ,o
4,፦,o
4,*,o
4,*,o
4,400,-PRICEo
4,ብር,-PRICEo
4,*,o
4,*,o
4,*,o
4,*,o
4,ለማዘዝ,o
4,=,o
4,*,o
4,*,o
4,ውስን,o
4,ፍሬ,o
4,ነው,o
4,የቀረው,o
4,❌,o
4,❌,o
4,Telegram,o
4,-,o
4,t,o
4,.,o
4,me,o
4,/,o
4,qnashcom,o
4,⚡,o
4,️,o
4,ጥራት,o
4,ዋስትና,o
4,ቅናሽ,o
4,አድራሻ,o
4,፦,o
4,ቁጥር,o
4,1,o
4,:,o
4,-,o
4,*,o
4,*,o
4,መገናኛ,-LOCo
4,ዘፍመሽ,-LOCo
4,ግራንድ,o
4,ሞል,o
4,3,o
4,ተኛ,o
4,ፎቅ,o
4,ቁጥር,o
4,329,o
4,*,o
4,*,o
4,ቁጥር,o
4,2,o
4,:,o
4,-,o
4,*,o
4,*,o
4,ጀሞ,-LOCo
4,1,o
4,ከለላ,-LOCo
4,ህንፃ,o
4,ግራውንድ,o
4,ለይ,o
4,G07,o
4,*,o
4,*,o
4,❌,o
4,❌,o
4,*,o
4,*,o
4,ማሳሰብያ,o
4,*,o
4,*,o
4,:,o
4,ሱቃችን,o
4,ሲመጡ,o
4,ትክክለኛ,o
4,የኛ,o
4,ሱቅ,o
4,መሆኑ,o
4,ያረጋግጡ,o
4,የራሳችን,o
4,ሎጎ,o
4,መኖሩን,o
4,እና,o
4,329,o
4,/,
4,G07,o
4,መሆኑ,o
4,ያረጋግጡ,o
4,!,o
4,ስልክ,o
4,:,o
4,0946966440,o
4,0992606060,o
4,0905464599,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,Shock,-PRODUCTo
5,and,
5,Noise,-PRODUCTo
5,Cancelling,-PRODUCTo
5,Washing,o
5,Machine,o
5,Support,o
5,Washer,o
5,and,o
5,Dryer,o
5,Pedestals,o
5,",",o
5,Anti,o
5,Slip,o
5,Anti,o
5,Vibration,o
5,Rubber,o
5,Washing,o
5,Machine,o
5,Feet,o
5,Pads,o
5,Washing,o
5,Machine,o
5,Stabilizer,o
5,for,o
5,Raise,o
5,Height,o
5,Reduce,o
5,Noise,o
5,4PCS,o
5,ዋጋ,o
5,፦,o
5,500,-PRICEo
5,ብር,-PRICEo
5,ውስን,o
5,ፍሬ,o
5,ነው,o
5,ያለን,o
5,አድራሻ,o
5,♦,o
5,️,o
5,#,o
5,መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,-LOCo
5,ቢሮ,o
5,ቁ,o
5,.,o
5,S05,-LOCo
5,/,o
5,S06,o
5,0902660722,o
5,0928460606,o
5,በTelegram,o
5,ለማዘዝ,o
5,⤵,o
5,️-,o
5,ይጠቀሙ,o
5,ለተጨማሪ,o
5,ማብራሪያ,o
5,የቴሌግራም,o
5,ገፃችን,o
5,⤵,o
5,️,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
5,.,o
6,✅,o
6,NEW,-PRODUCTo
6,BALANCE,-PRODUCTo
6,Made,o
6,in,o
6,Vietnam,o
6,Master,o
6,Quality,o
6,Only,o
6,in,o
6,our,o
6,Shop,o
6,Price,o
6,3600,-PRICEo
6,birr,-PRICEo
6,Size,o
6,#,o
6,40,o
6,",",o
6,41,o
6,",",o
6,42,o
6,",",o
6,43,o
6,FREE,o
6,DELIVERY,o
6,(,o
6,ያሉበት,o
6,ቦታ,o
6,ያለተጨማሪ,o
6,ክፍያ,o
6,እናደርሳለ,o
6,),o
6,ለሱቅና,o
6,ብዛት,o
6,ተረካቢዎች,o
6,ባስተያየት,o
6,0977808897,o
6,አድራሻችን,o
6,-,o
6,ቄራ,-LOCo
6,ሶፊያ,-LOCo
6,ሞል,o
6,ሁለተኛ,o
6,ፎቅ,o
6,ሱ,o
6,.,o
6,ቁ,o
6,216,o
7,ለማዘዝ,o
7,ያናግሩን,o
7,፡,o
7,፡,o
7,ሁሉም,o
7,እቃዎቻችን,o
7,original,o
7,ናቸው,o
7,!,o
7,ሲመጣ,o
7,ካልወደዱት,o
7,ወይም,o
7,original,o
7,ካልሆነ,o
7,ሃላፊነቱን,o
7,እንወስዳለን,o
7,!,o
7,!,o
8,#,o
8,አልቆል_ለተባላችሁ_በድጋሚ_አስገብተናል,o
8,የመስታዎት,-PRODUCTo
8,ፓትራዎች,-PRODUCTo
8,(,o
8,glass,o
8,bakewares,o
8,),o
8,Rectagular,o
8,shape,o
8,ገበታ,o
8,ላይ,o
8,መቅረብ,o
8,የሚችሉ,o
8,ውብ,o
8,የመስታዎት,o
8,ፓትራዎች,o
8,ሶስት,o
8,የተለያየ,o
8,መጠን,o
8,ያላቸው,o
8,(,o
8,3,o
8,.,
8,1,o
8,ሊ,o
8,፣,o
8,2,o
8,.,o
8,5,o
8,ሊ,o
8,፣,o
8,1,o
8,.,o
8,8ሊ,o
8,),o
8,ፓትራዎችን,o
8,የያዘ,o
8,ለላዛኛ,o
8,፣,o
8,ፓስታ,o
8,ፍርኖ,o
8,፣,o
8,ኬክ,o
8,ተመራጭ,o
8,ውብና,o
8,ማራኪ,o
8,ገበታ,o
8,ላይ,o
8,መቅረብ,o
8,የሚችሉ,o
8,ውፍራም,o
8,ማንኛውንም,o
8,ሙቀት,o
8,የሚቋቋም,o
8,ዋጋ,o
8,፦,o
8,ሶስቱን,o
8,በ,o
8,3800,-PRICEo
8,ብር,-PRICEo
8,ውስን,o
8,ፍሬ,o
8,ነው,o
8,ያለን,o
8,/,o
8,Limited,o
8,Stock,o
8,አድራሻ,o
8,ቁ,o
8,.,o
8,1,o
8,መገናኛ,-LOCo
8,ታሜ,o
8,ጋስ,o
8,ህንፃ,o
8,ጎን,o
8,ስሪ,-LOCo
8,ኤም,o
8,ሲቲ,o
8,ሞል,o
8,ሁለተኛ,o
8,ፎቅ,o
8,ቢሮ,o
8,ቁ,o
8,.,o
8,SL,o
8,-,o
8,05A,o
8,(,o
8,ከ,o
8,ሊፍቱ,o
8,ፊት,o
8,ለ,o
8,ፊት,o
8,),o
8,ቁ,o
8,.,o
8,2,o
8,ለቡ,-LOCo
8,መዳህኒዓለም,o
8,ቤተ,o
8,/,o
8,ክርስቲያን,o
8,100ሜ,o
8,ወደ,o
8,ሙዚቃ,o
8,ቤት,o
8,ከፍ,o
8,ብሎ,o
8,#,o
8,ዛም_ሞል,-LOCo
8,2ኛ,o
8,ፎቅ,o
8,ቢሮ,o
8,.,o
8,ቁ,o
8,214,o
8,0909522840,o
8,0923350054,o
8,ለቡ,o
8,ቅርንጫፍ0973611819,o
8,በTelegram,o
8,ለማዘዝ,o
8,⤵,o
8,️,o
8,ይጠቀሙ,o
8,ለተጨማሪ,o
8,ማብራሪያ,o
8,የቴሌግራም,o
8,ገፃችን,o
8,⤵,o
8,️,o
9,360,o
9,°,o
9,rotating,o
9,cake,o
9,turntable,o
9,Size,o
9,-,o
9,28cm,o
9,cake,o
9,-,o
9,decorating,o
9,turntable,o
9,makes,o
9,it,o
9,simple,o
9,to,o
9,decorate,o
9,profrssional,o
9,looking,o
9,desserts,o
9,at,o
9,home,o
9,great,o
9,for,o
9,left,o
9,and,o
9,right,o
9,handed,o
9,decorates,o
9,makes,o
9,the,o
9,decorating,o
9,process,o
9,easy,o
9,non,o
9,slip,o
9,surface,o
9,on,o
9,top,o
9,of,o
9,the,o
9,patform,o
9,keeps,o
9,cake,o
9,or,o
9,cake,o
9,board,o
9,in,o
9,place,o
9,while,o
9,you,o
9,decorate,o
9,ዋጋ,o
9,:,o
9,-,o
9,1300ብር,o
9,ውስን,o
9,ፍሬ,o
9,ነው,o
9,ያለን,o
9,/,o
9,Limited,o
9,Stock,o
9,አድራሻ,o
9,ቁ,o
9,.,o
9,1,o
9,መገናኛ,o
9,ታሜ,o
9,ጋስ,o
9,ህንፃ,o
9,ጎን,o
9,ስሪ,o
9,ኤም,o
9,ሲቲ,o
9,ሞል,o
9,ሁለተኛ,o
9,ፎቅ,o
9,ቢሮ,o
9,ቁ,o
9,.,o
9,SL,o
9,-,o
9,05A,o
9,(,o
9,ከ,o
9,ሊፍቱ,o
9,ፊት,o
9,ለ,o
9,ፊት,o
9,),o
9,ቁ,o
9,.,o
9,2,o
9,ለቡ,o
9,መዳህኒዓለም,o
9,ቤተ,o
9,/,o
9,ክርስቲያን,o
9,100ሜ,o
9,ወደ,o
9,ሙዚቃ,o
9,ቤት,o
9,ከፍ,o
9,ብሎ,o
9,#,o
9,ዛም_ሞል,o
9,2ኛ,o
9,ፎቅ,o
9,ቢሮ,o
9,.,o
9,ቁ,o
9,214,o
9,0909522840,o
9,0923350054,o
9,ለቡ,o
9,ቅርንጫፍ0973611819,o
9,በTelegram,o
9,ለማዘዝ,o
9,⤵,o
9,️,o
9,ይጠቀሙ,o
9,ለተጨማሪ,o
9,ማብራሪያ,o
9,የቴሌግራም,o
9,ገፃችን,o
9,⤵,o
9,️,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,Baby,o
10,knee,o
10,socks,o
10,ልጅዎ,-PRODUCTo
10,መዳህ,-PRODUCTo
10,በሚጀምሩበት,o
10,ጊዜ,o
10,ተመራጭ,o
10,ዋጋ,o
10,፦,o
10,250,-PRICEo
10,ብር,-PRICEo
10,ውስን,o
10,ፍሬ,o
10,ነው,o
10,ያለን,o
10,አድራሻ,o
10,♦,o
10,️,o
10,#,o
10,መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,-LOCo
10,ቢሮ,-LOCo
10,ቁ,o
10,.,o
10,S05,o
10,/,o
10,S06,o
10,0902660722,o
10,0928460606,o
10,በTelegram,o
10,ለማዘዝ,o
10,⤵,o
10,️,o
10,ይጠቀሙ,o
10,ለተጨማሪ,o
10,ማብራሪያ,o
10,የቴሌግራም,o
10,ገፃችን,o
10,⤵,o
10,️,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
10,.,o
11,✅,o
11,BRAND,o
11,NEW,o
11,Made,o
11,in,o
11,Vietnam,o
11,Master,o
11,Quality,o
11,Only,o
11,in,o
11,our,o
11,Shop,o
11,Price,o
11,4,o
11,",",o
11,200,-PRICEo
11,birr,-PRICEo
11,Size,o
11,#,o
11,40,o
11,",",o
11,41,o
11,",",o
11,42,o
11,",",o
11,43,o
11,FREE,o
11,DELIVERY,o
11,(,o
11,ያሉበት,o
11,ቦታ,o
11,ያለተጨማሪ,o
11,ክፍያ,o
11,እናደርሳለን,o
11,),o
11,ለሱቅና,o
11,ብዛት,o
11,ተረካቢዎች,o
11,ባስተያየት,o
11,0977808897,o
11,አድራሻችን,o
11,-,o
11,ቄራ,-LOCo
11,ሶፊያ,-LOCo
11,ሞል,o
11,ሁለተኛ,o
11,ፎቅ,o
11,ሱ,o
11,.,o
11,ቁ,o
11,216,o
12,✅,o
12,BRAND,o
12,NEW,o
12,Made,o
12,in,o
12,Vietnam,o
12,Master,o
12,Quality,
12,Only,
12,in,
12,our,
12,Shop,
12,Price,
12,3,
12,",",
12,600birr,
12,Size,
12,#,
12,40,
12,",",
12,41,
12,",",
12,42,
12,",",
12,43,
12,FREE,
12,DELIVERY,
12,(,
12,ያሉበት,
12,ቦታ,
12,ያለተጨማሪ,
12,ክፍያ,
12,እናደርሳለን,
12,),
12,ለሱቅና,
12,ብዛት,
12,ተረካቢዎች,
12,ባስተያየት,
12,0977808897,
12,አድራሻችን,
12,-,
12,ቄራ,
12,ሶፊያ,
12,ሞል,
12,ሁለተኛ,
12,ፎቅ,
12,ሱ,
12,.,
12,ቁ,
12,216,
13,New,
13,Custom,
13,Made,
13,in,
13,Vietnam,
13,Master,
13,Quality,
13,Only,
13,in,
13,our,
13,Shop,
13,Price,
13,3,
13,",",
13,500birr,
13,Size,
13,#,
13,40,
13,",",
13,41,
13,",",
13,42,
13,",",
13,43,
13,FREE,
13,DELIVERY,
13,(,
13,ያሉበት,
13,ቦታ,
13,ያለተጨማሪ,
13,ክፍያ,
13,እናደርሳለን,
13,),
13,ለሱቅና,
13,ብዛት,
13,ተረካቢዎች,
13,ባስተያየት,
13,0977808897,
13,አድራሻችን,
13,-,
13,ቄራ,
13,ሶፊያ,
13,ሞል,
13,ሁለተኛ,
13,ፎቅ,
13,ሱ,
13,.,
13,ቁ,
13,216,
14,ለማዘዝ,
14,ያናግሩን,
14,፡,
14,፡,
14,ሁሉም,
14,እቃዎቻችን,
14,original,
14,ናቸው,
14,!,
14,ሲመጣ,
14,ካልወደዱት,
14,ወይም,
14,original,
14,ካልሆነ,
14,ሃላፊነቱን,
14,እንወስዳለን,
14,!,
14,!,
15,Long,
15,Sewer,
15,Cleaning,
15,Wire,
15,Spring,
15,ረጅሙ,
15,1ሜትር,
15,ከ,
15,60,
15,ሳንቲም,
15,✔,
15,️,
15,ቆሻሻ,
15,የደፈነብንን,
15,ቀዳዳዎች,
15,በቀላሉ,
15,ለመክፈት,
15,የማይመች,
15,ቦታ,
15,ላይ,
15,ዕቃ,
15,ለመሳብ,
15,ለመፈለግ,
15,የሚጠቅም,
15,Bringing,
15,more,
15,convenience,
15,to,
15,the,
15,people,
15,in,
15,their,
15,daily,
15,life,
15,.,
15,⚡,
15,️,
15,Quality,
15,iron,
15,wire,
15,and,
15,pp,
15,material,
15,⚡,
15,️,
15,Flexible,
15,spring,
15,cable,
15,and,
15,retractable,
15,claws,
15,⚡,
15,️,
15,Long,
15,enough,
15,to,
15,get,
15,deep,
15,into,
15,drains,
15,⚡,
15,️,
15,Remove,
15,any,
15,clogs,
15,and,
15,debris,
15,⚡,
15,️,
15,For,
15,kitchen,
15,",",
15,bathroom,
15,",",
15,sinks,
15,",",
15,drain,
15,",",
15,tubs,
15,",",
15,etc,
15,.,
15,Length,
15,:,
15,-,
15,*,
15,*,
15,1ሜትር,
15,ከ,
15,60,
15,ሳንቲም,
15,*,
15,*,
15,*,
15,*,
15,650,
15,ብር,
15,*,
15,*,
15,*,
15,*,
15,ውስን,
15,ፍሬ,
15,ነው,
15,የቀረው,
15,*,
15,*,
15,❌,
15,❌,
15,❌,
15,Telegram,
15,-,
15,t,
15,.,
15,me,
15,/,
15,qnashcom,
15,ጥራት,
15,✔,
15,️,
15,ዋስትና,
15,ቅናሽ,
15,አድራሻ,
15,፦,
15,ቁጥር,
15,1,
15,:,
15,-,
15,*,
15,*,
15,መገናኛ,
15,ዘፍመሽ,
15,ግራንድ,
15,ሞል,
15,3,
15,ተኛ,
15,ፎቅ,
15,ቁጥር,
15,329,
15,*,
15,*,
15,ቁጥር,
15,2,
15,:,
15,-,
15,*,
15,*,
15,ጀሞ,
15,1,
15,ከለላ,
15,ህንፃ,
15,ግራውንድ,
15,ለይ,
15,G07,
15,*,
15,*,
15,❌,
15,❌,
15,*,
15,*,
15,ማሳሰብያ,
15,*,
15,*,
15,:,
15,ሱቃችን,
15,ሲመጡ,
15,ትክክለኛ,
15,የኛ,
15,ሱቅ,
15,መሆኑ,
15,ያረጋግጡ,
15,የራሳችን,
15,ሎጎ,
15,መኖሩን,
15,እና,
15,329,
15,/,
15,G07,
15,መሆኑ,
15,ያረጋግጡ,
15,!,
15,ስልክ,
15,:,
15,0946966440,
15,0992606060,
15,0905464599,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,Door,
16,Bottom,
16,Seal,
16,Strip,
16,Stopper,
16,በበርዎ,
16,ስር,
16,አቧራ,
16,እና,
16,ነፍሳት,
16,እንዳይገባ,
16,የሚከላከል,
16,!,
16,!,
16,!,
16,High,
16,Quality,
16,®,
16,️,
16,አንደኛው,
16,ወፍራሙ,
16,Keep,
16,Hot,
16,and,
16,Cold,
16,Air,
16,isolated,
16,Reduce,
16,The,
16,Noise,
16,Outside,
16,and,
16,Door,
16,slamming,
16,No,
16,️,
16,ዋጋ,
16,፦,
16,400ብር,
16,♦,
16,️,
16,ውስን,
16,ፍሬ,
16,ነው,
16,ያለው,
16,አድራሻ,
16,♦,
16,️,
16,#,
16,መገናኛ_መሰረት_ደፋር_ሞል_ሁለተኛ_ፎቅ,
16,ቢሮ,
16,ቁ,
16,.,
16,S05,
16,/,
16,S06,
16,0902660722,
16,0928460606,
16,በTelegram,
16,ለማዘዝ,
16,⤵,
16,️,
16,ይጠቀሙ,
16,ለተጨማሪ,
16,ማብራሪያ,
16,የቴሌግራም,
16,ገፃችን,
16,⤵,
16,️,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
16,.,
17,Multifunction,
17,Juice,
17,Extractor,
17,:,
17,ለአፕል,
17,ብርቱካን,
17,፣,
17,ካሮት,
17,፣,
17,አናናስ,
17,፣,
17,ቲማቲም,
17,…,
17,የመሳሰሉትን,
17,እየጨመቀ,
17,ቆሻሻውን,
17,፡,
17,ለብቻ,
17,፡,
17,እያጣራ,
17,፡,
17,ውሃውን,
17,እየጨመቀ,
17,፡,
17,ወደራሱ,
17,ጆክ,
17,የሚቀዳ,
17,፤,
17,የፍራፍሬ,
17,፤,
17,ዋጋ,
17,፦,
17,✅,
17,5,
17,",",
17,500,
17,ብር,
17,ውስን,
17,ፍሬ,
17,ነው,
17,የቀረው,
17,አድራሻ,
17,ቁ,
17,.,
17,1,
17,መገናኛ,
17,ታሜ,
17,ጋስ,
17,ህንፃ,
17,ጎን,
17,ስሪ,
17,ኤም,
17,ሲቲ,
17,ሞል,
17,ሁለተኛ,
17,ፎቅ,
17,ቢሮ,
17,ቁ,
17,.,
17,SL,
17,-,
17,05A,
17,(,
17,ከ,
17,ሊፍቱ,
17,ፊት,
17,ለ,
17,ፊት,
17,),
17,ቁ,
17,.,
17,2,
17,ለቡ,
17,መዳህኒዓለም,
17,ቤተ,
17,/,
17,ክርስቲያን,
17,100ሜ,
17,ወደ,
17,ሙዚቃ,
17,ቤት,
17,ከፍ,
17,ብሎ,
17,#,
17,ዛም_ሞል,
17,2ኛ,
17,ፎቅ,
17,ቢሮ,
17,.,
17,ቁ,
17,214,
17,0909522840,
17,0923350054,
17,ለቡ,
17,ቅርንጫፍ0973611819,
17,በTelegram,
17,ለማዘዝ,
17,⤵,
17,️,
17,ይጠቀሙ,
17,ለተጨማሪ,
17,ማብራሪያ,
17,የቴሌግራም,
